"TOOL_URL","TOOL_IDENTIFIER","COUNTRY","CR","LANGUAGE","LR"
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Iceland","countryIS","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","India","countryIN","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Indonesia","countryID","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Iran, Islamic Republic of","countryIR","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Iraq","countryIQ","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Ireland","countryIE","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Israel","countryIL","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Italy","countryIT","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Jamaica","countryJM","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Japan","countryJP","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Jordan","countryJO","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Kazakhstan","countryKZ","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Kenya","countryKE","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Kiribati","countryKI","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Korea, Democratic People's Republic of","countryKP","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Korea, Republic of","countryKR","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Kuwait","countryKW","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Kyrgyzstan","countryKG","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Lao People's Democratic Republic","countryLA","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Latvia","countryLV","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Lebanon","countryLB","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Lesotho","countryLS","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Liberia","countryLR","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Libyan Arab Jamahiriya","countryLY","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Liechtenstein","countryLI","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Lithuania","countryLT","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Luxembourg","countryLU","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Macao","countryMO","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Macedonia, the Former Yugosalv Republic of","countryMK","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Madagascar","countryMG","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Malawi","countryMW","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Malaysia","countryMY","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Maldives","countryMV","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Mali","countryML","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Malta","countryMT","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Marshall Islands","countryMH","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Martinique","countryMQ","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Mauritania","countryMR","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Mauritius","countryMU","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Mayotte","countryYT","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Mexico","countryMX","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Micronesia, Federated States of","countryFM","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Moldova, Republic of","countryMD","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Monaco","countryMC","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Mongolia","countryMN","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Montserrat","countryMS","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Morocco","countryMA","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Mozambique","countryMZ","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Myanmar","countryMM","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Namibia","countryNA","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Nauru","countryNR","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Nepal","countryNP","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Netherlands","countryNL","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Netherlands Antilles","countryAN","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","New Caledonia","countryNC","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","New Zealand","countryNZ","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Nicaragua","countryNI","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Niger","countryNE","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Nigeria","countryNG","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Niue","countryNU","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Norfolk Island","countryNF","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Northern Mariana Islands","countryMP","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Norway","countryNO","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Oman","countryOM","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Pakistan","countryPK","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Palau","countryPW","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Palestinian Territory","countryPS","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Panama","countryPA","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Papua New Guinea","countryPG","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Paraguay","countryPY","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Peru","countryPE","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Philippines","countryPH","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Pitcairn","countryPN","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Poland","countryPL","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Portugal","countryPT","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Puerto Rico","countryPR","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Qatar","countryQA","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Reunion","countryRE","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Romania","countryRO","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Russian Federation","countryRU","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Rwanda","countryRW","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Saint Helena","countrySH","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Saint Kitts and Nevis","countryKN","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Saint Lucia","countryLC","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Saint Pierre and Miquelon","countryPM","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Saint Vincent and the Grenadines","countryVC","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Samoa","countryWS","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","San Marino","countrySM","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Sao Tome and Principe","countryST","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Saudi Arabia","countrySA","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Senegal","countrySN","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Serbia and Montenegro","countryCS","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Seychelles","countrySC","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Sierra Leone","countrySL","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Singapore","countrySG","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Slovakia","countrySK","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Slovenia","countrySI","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Solomon Islands","countrySB","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Somalia","countrySO","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","South Africa","countryZA","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","South Georgia and the South Sandwich Islands","countryGS","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Spain","countryES","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Sri Lanka","countryLK","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Sudan","countrySD","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Suriname","countrySR","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Svalbard and Jan Mayen","countrySJ","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Swaziland","countrySZ","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Sweden","countrySE","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Switzerland","countryCH","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Syrian Arab Republic","countrySY","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Taiwan, Province of China","countryTW","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Tajikistan","countryTJ","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Tanzania, United Republic of","countryTZ","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Thailand","countryTH","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Togo","countryTG","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Tokelau","countryTK","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Tonga","countryTO","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Trinidad and Tobago","countryTT","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Tunisia","countryTN","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Turkey","countryTR","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Turkmenistan","countryTM","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Turks and Caicos Islands","countryTC","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Tuvalu","countryTV","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Uganda","countryUG","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Ukraine","countryUA","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","United Arab Emirates","countryAE","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","United Kingdom","countryUK","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","United States","countryUS","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","United States Minor Outlying Islands","countryUM","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Uruguay","countryUY","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Uzbekistan","countryUZ","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Vanuatu","countryVU","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Venezuela","countryVE","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Vietnam","countryVN","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Virgin Islands, British","countryVG","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Virgin Islands, U.S.","countryVI","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Wallis and Futuna","countryWF","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Western Sahara","countryEH","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Yemen","countryYE","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Yugoslavia","countryYU","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Zambia","countryZM","",""
"//creativecommons.org/licenses/by-nc-sa/4.0","CC BY-NC-SA 4.0","Zimbabwe","countryZW","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Afghanistan","countryAF","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Albania","countryAL","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Algeria","countryDZ","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","American Samoa","countryAS","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Andorra","countryAD","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Angola","countryAO","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Anguilla","countryAI","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Antarctica","countryAQ","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Antigua and Barbuda","countryAG","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Argentina","countryAR","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Armenia","countryAM","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Aruba","countryAW","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Australia","countryAU","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Austria","countryAT","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Azerbaijan","countryAZ","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Bahamas","countryBS","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Bahrain","countryBH","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Bangladesh","countryBD","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Barbados","countryBB","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Belarus","countryBY","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Belgium","countryBE","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Belize","countryBZ","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Benin","countryBJ","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Bermuda","countryBM","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Bhutan","countryBT","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Bolivia","countryBO","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Bosnia and Herzegovina","countryBA","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Botswana","countryBW","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Bouvet Island","countryBV","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Brazil","countryBR","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","British Indian Ocean Territory","countryIO","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Brunei Darussalam","countryBN","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Bulgaria","countryBG","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Burkina Faso","countryBF","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Burundi","countryBI","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Cambodia","countryKH","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Cameroon","countryCM","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Canada","countryCA","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Cape Verde","countryCV","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Cayman Islands","countryKY","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Central African Republic","countryCF","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Chad","countryTD","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Chile","countryCL","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","China","countryCN","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Christmas Island","countryCX","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Cocos (Keeling) Islands","countryCC","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Colombia","countryCO","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Comoros","countryKM","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Congo","countryCG","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Congo, the Democratic Republic of the","countryCD","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Cook Islands","countryCK","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Costa Rica","countryCR","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Cote D'ivoire","countryCI","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Croatia (Hrvatska)","countryHR","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Cuba","countryCU","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Cyprus","countryCY","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Czech Republic","countryCZ","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Denmark","countryDK","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Djibouti","countryDJ","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Dominica","countryDM","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Dominican Republic","countryDO","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","East Timor","countryTP","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Ecuador","countryEC","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Egypt","countryEG","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","El Salvador","countrySV","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Equatorial Guinea","countryGQ","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Eritrea","countryER","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Estonia","countryEE","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Ethiopia","countryET","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","European Union","countryEU","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Falkland Islands (Malvinas)","countryFK","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Faroe Islands","countryFO","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Fiji","countryFJ","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Finland","countryFI","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","France","countryFR","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","France, Metropolitan","countryFX","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","French Guiana","countryGF","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","French Polynesia","countryPF","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","French Southern Territories","countryTF","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Gabon","countryGA","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Gambia","countryGM","",""
"//creativecommons.org/licenses/by-nd/4.0","CC BY-ND 4.0","Georgia","countryGE","",""
